Video_Title,Comment_ID,Published_At,Like_Count,Comment,Comment_Length_raw,Comment_Length
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,Ugw9XEvGdCK-b126HmV4AaABAg,2026-02-11 15:51:23+00:00,0,Battery pr pabandi lagani chahye solar k liye. Only industrial system ko allow krna chahye,90,90
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,UgwMoO2RsulMid5Tmz14AaABAg,2026-02-11 15:52:22+00:00,0,Solar systems ka complete data govt k pass moujod hai soo is k mutabik solar plates roof top k mutabik tax laga daina chahye,124,124
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,UgwXSZpLCMVVnIQLrS54AaABAg,2026-02-10 11:43:49+00:00,0,Jb awam govt se  bijli lana band kar de ge to phr govt ko hosh aye ga phr govt mint karti pire ge k bijli le lo r phr bijli koi ni le ga phr thand par jaye ge,158,158
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,UgwvKdaxtkrIKNRsq4F4AaABAg,2026-02-10 09:13:42+00:00,1,حکومت کو اپنی آمدنی کے لیے نئے راستے ڈھونڈنے ہونگے اب پیٹرول اور بجلی حکومت کے ہاتھ سے نکل رہے ہیں۔ مستقبل قریب میں لوگ حکومت کی بجلی لینا چھوڑ دینگے۔,150,150
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,UgwvKdaxtkrIKNRsq4F4AaABAg.AT26awEGm6kAT4H0043zqX,2026-02-11 05:23:08+00:00,0,یہ پھر بھی کوئی نیا طریقہ ڈھونڈ لیں گے  یہ مہنگے بجلی گھر بند نہیں کریں گے,74,74
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,Ugy73kmynpF-cPSluBx4AaABAg,2026-02-10 09:27:21+00:00,0,حکومت بڑی سیانی ہوتی ہے اس نے 6 ماہ کیلئے مسئلہ حل کیا ہے یا دو سال کے لیے انہوں نے اپنا مسئلہ حل کرنا ہے اور عوام کیلئے مسئلہ پیدا کرنا ہے۔ بیٹری لگا کر واپڈا سے لوگ نکل بھی جائیں گے تو حکومت کسی اور جگہ مثلا پٹرول وغیرہ پر لیوی ٹیکس لگا دے گی کہ کپیسٹی پیمنٹ کے لیے پیسے چاہیں اور اس طرح آپ واپڈا کو بل نہیں دیں گے لیکن وہی رقم کسی اور ٹیکس کے طور پر حکومت کو دیں گے۔,369,369
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,Ugw1gKaXrS8onlGmELl4AaABAg,2026-02-11 05:18:14+00:00,0,حکومت کی حرام زد گی کا کوئی علاج نہیں,37,37
Electricity Hike Sparks Solar Consumer Backlash | Big Protest | Economy Matters,UgzivHB-IW7RyZ_yQo94AaABAg,2026-02-11 15:49:48+00:00,0,Net metering start sy hi ghalt thi. Net billing hi honi chahye thi. Net metering ka ghareeb bundy ko koi faida nahi tha aur na hi hai. Net metering waly govt ka system use krty thy night ko. Ab jb batteries lagaein gaye tou us pr paisy lagaein gay log but govt ko nahi dein gaye,278,278
NEPRA U-Turn or Reform? Net Billing Model Implemented! | Major Revision in Solar Policy,UgwV7oCeATSy_J501Bx4AaABAg,2026-02-12 17:39:00+00:00,0,Taghooti,8,8
New Solar Policy & Net Billing Confusion | Owais Ali Give The Solution | Dunya BOL Hai,UgwOf2udSlELUUqbL-Z4AaABAg,2026-02-12 09:54:25+00:00,1,بھای اب مافیاں نے بیٹری خریدی ہوی ہے اب بیٹری میں لوٹ مار کرنے کا موقع چھا یے انکو اب بیٹری دیکھنا ریٹ اپپپپپپپپپ ہوگی😢😢😢,121,121
New Solar Policy & Net Billing Confusion | Owais Ali Give The Solution | Dunya BOL Hai,Ugxonx-ZKdhBbevasLZ4AaABAg,2026-02-13 08:15:26+00:00,0,Excellent explanation by Awais Sb. Best analyst on this subject.,64,64
New Solar Policy & Net Billing Confusion | Owais Ali Give The Solution | Dunya BOL Hai,UgyoE6pm07jle0s_3cV4AaABAg,2026-02-12 09:40:49+00:00,2,"ن لیگ کو آنے والے الیکشن میں لگ پتہ جائے گا 
ان کی ان حرکتوں کی وجہ سے۔",71,71
Pakistan Solar Association Speaks Out on Government’s New Solar Policy | BOL News,UgwV7gyCPcxoDUcVrUJ4AaABAg,2026-02-12 15:10:10+00:00,0,"آئین پاکستان مقدس نہیں     حلف  مقدس نہی, عمرانی معاہدہ مقدس نہیں 
صرف آئی پی پیز کا معاہدہ مقدس ہے عوام پر لازم ہے کہ اس کا تقدس مجروح نہ ہونے دیں",148,148
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgxX5CFU77Rp7454D_l4AaABAg,2025-12-28 15:35:12+00:00,1,Long term mai nuqsan Govt. ko hoga balky Pakistan ka hoga qk yeh log to chalain jae gy. Aur Solar ki waja sy aam logo pr bojh parta hai yeh sb sy bara jhoot hai.,161,161
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgwiU48AfiLqvnJnofZ4AaABAg,2025-12-29 02:00:11+00:00,1,Yeh tonkoi govt ka tout hay,27,27
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgyYlxVlA4eiEClt2LR4AaABAg,2025-12-29 16:51:26+00:00,0,"Battery phir bhi affordable naheen hai, kam az kam 2 - 3 batteries ki zaroorat hoggi jo ke intehai mehngi hein.",111,111
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,Ugx7LIJSVSIO2lxRUjJ4AaABAg,2025-12-29 02:36:07+00:00,3,All this problem is due to IPPZ. Govt should renegotiate with IPPZ.,67,67
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgxI590FE5mjvtgMTm14AaABAg,2026-01-25 12:49:25+00:00,1,This government is sleeping for people but they are not sleeping for taxes.,75,75
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgwwZZpzTV_q1O7RRbB4AaABAg,2025-12-29 10:29:08+00:00,2,"Paise Awam ne lgaya oar nuqsan bi Awam othaie kaisa insaf ha yeh. 
Meter bi khreedo oar fixed charges bi pay karo. 
Ghabban oar Chori ko pora karne ko siraf Awam hi reh geie ha kya? Abbi toa hmari Cost hi recover nhi hoi.",221,221
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgyJ1YsDLVBDhPP-Tmp4AaABAg,2025-12-29 05:09:36+00:00,1,"The Wapda has never paid even a single penny of the credit amount against the solar credit amount.
Can you highlight this point with the higher authorities.",156,156
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,Ugwm_zUztQFvSRZOUjp4AaABAg,2025-12-29 00:51:01+00:00,0,Well explain,12,12
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,Ugx7YaWn0Na-0rnA4ot4AaABAg,2025-12-29 08:20:31+00:00,0,This new policy have not been approved yet,42,42
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgwOy9jc73kan07H8el4AaABAg,2025-12-30 13:15:36+00:00,0,Very well explained,19,19
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgyHWQ96e2Q6o0QPlTF4AaABAg,2025-12-30 18:01:04+00:00,0,old policy,10,10
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgzydcguCKGfPGEWN7Z4AaABAg,2026-02-01 15:43:40+00:00,0,Govt must be transparent not to protect wrong company ipp.,58,58
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgwzqgnKGy7ReFY2kfd4AaABAg,2025-12-29 01:30:14+00:00,0,Hakoomat green meter rakh ly hmy uski qeemat mai 20 25 meter lgwa dy q k sary kharchy daal k green meter 2 lakh ka laga hai,123,123
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgykmfGZk9KCO8w2MyB4AaABAg,2026-01-18 07:17:39+00:00,0,Kuch Khao na bijli ka bill do.. ayse lagta tha upna ghar hone k bawajood rent par rah rahe hain 35k to 55k bijli ka bill ..itni income na ho pair insan kya kre zameen bech k solar lagwaya hai ub sakoon feel hota hai .. or ub new policies,237,237
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgzStLskJvwfMsHsQSZ4AaABAg,2025-12-29 10:18:19+00:00,0,Hakoomat ka awam se kaya lena dena?,35,35
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,Ugz7PI3c2k-sDCxWXWt4AaABAg,2025-12-29 11:36:37+00:00,2,حکومت عوام کے لئے نہیں بلکہ حکومت آئی پی پیز کے کے لئے ہے ۔ حکومت کو چاہیئے کہ کمرشل اور گھریلو بجلی کی قیمت کم کرے جس سے کمرشل گھریلو استعمال بڑھے تاکہ جو پیسے آئی پی پیز کو بغیر بجلی بنائے کپیسٹی چارجز کی مد میں دیئے جا رہے ہیں ان کے بدلے ان سے بجلی وصول کی جائے جس سے بجلی کی قیمت خود بخود  کم ہو گئی ۔ اور ملک کی صنعت بھی زیادہ پیداوار دے گی جس سے ایکسپورٹ بھی بڑھے گی اور زرمبادلہ میں بھی اضافہ ہوگا ٹیکس بھی زیادہ جمع ہو گا حکومت اور قوم دونوں خوشحال ہوں گے۔ مگر آئی ایم ایف اور کرپشن کی وجہ سے ایسا ہوتا نظر نہیں آتا 😢,525,525
Net Metering Policy Changed! Pakistan Solar Association’s Clear Stance,UgyX2V7DDc-toThNb9R4AaABAg,2025-12-29 19:24:41+00:00,0,پرانی غلط پالیسیوں کا خمیازہ اب قوم کو بھگتنا پڑے گا,52,52
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,Ugy223bOoAlKF6uiYP14AaABAg,2025-12-29 10:05:23+00:00,1,Hakoomat awam se koi taluq rakhna hi nehi chahti.,49,49
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgxABrlGgvo3GXR3gpJ4AaABAg,2025-12-23 15:39:34+00:00,3,Awaan ke saath yehi hona tha,28,28
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgyyFIByXQBpBAqexU54AaABAg,2025-12-23 11:34:19+00:00,0,why   govt dont take action against ipps instead of general cosumers,68,68
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgyS5lhMbwk7UWqlYvZ4AaABAg,2025-12-27 06:49:59+00:00,0,sir apki achi information thi thanks mera on grad system lga ha 10kw ka tu ab ager battery lgaoon tu inverter b change krna pry ga na ya koi esa system ha k osi sy kam chal jaye ga,180,180
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgxSIWLVHWr-cCOa0yl4AaABAg,2025-12-23 16:45:52+00:00,0,D sir good programme govt provide welfare for public govt has no investment on world level govt taking credit green energy there is no investment of govt in soler but also provide electricity to govt it seems that nepra Nd govt minister are favring to ipps and disclosed ipps are providing gases and bad atmosphere Lahore and Pakistan all cities affected by this and all public are sick Nd deat,394,394
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgwMCyGvrBTVeE_glkV4AaABAg,2025-12-23 12:56:02+00:00,0,عوام کو ذبر دست آواز اٹھانا چاہیے 😢😢😢😢,38,38
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgwSezqx2uYWBrXZnid4AaABAg,2025-12-23 15:39:43+00:00,1,انشاء اللہ عنقریب ڈسکوز مسجدوں میں اعلان کریں گے بجلی خرید لو انشاء اللہ کوئ نہیں خریدے گا,90,90
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgzmvYA3Knx4Uq5qhpR4AaABAg,2026-01-07 09:45:20+00:00,0,gvt hi ipps hai kyunke ya to front man hn ya wo jin se bhari commission liya gya hai so unke khilaf kbhi nhi jaeygi gvt..jab awam ki bunyadi zarurat bijli pe bhari munafa kamaya jaey bajaey sasti bijli yani solar ke liay unki madad karne ya khud bhi solar lagane ke ulta ipps ki mehngi bijli lainay  pe zor diya jaey chahe exports thap ho jaeyn industry baith jaey.. awam ki kamai ke barabar bijli ke bills hon... to aisi surat me saaf zaahir hai,446,446
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgweNJ1Zr7gdsj8Fiap4AaABAg,2025-12-23 12:05:20+00:00,0,"very bad,,,,,,please???????",27,27
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgyhI3IFFGw5ObHWkEl4AaABAg,2025-12-23 16:13:16+00:00,1,پہلے حکومت بجلی بنانے میں ناکام تھی اور اٹھارہ اٹھارہ گھنٹے لوڈ شیڈنگ ھوتی تھی اگر لوگوں نے اپنی جیب سے پیسے لگا کر سولر لگواۓ اب ائی پی پیپیز کی فکر لاحق ھو گئی ھے- ھر طرف سے عوام کو رگڑا دیا جا رھا ھے--,204,204
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgxkAL24GjOB4o3t81V4AaABAg,2025-12-29 09:59:50+00:00,0,Dis honesty is the best policy.,31,31
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgyEIO7KHLhT89hi2U54AaABAg,2025-12-24 11:30:16+00:00,0,Humko support karna cahiye...humko 1000 saal tak glass khana padega agar Hindustan pe phir se hukumaat karni hai toh...inshallah,128,128
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,UgwbUbzOG0-mtbjB6dV4AaABAg,2025-12-28 01:55:28+00:00,0,better to wait for announcement from Govt.,42,42
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dunya BOL Hai,Ugx3MkoPqp-D4rXStt94AaABAg,2025-12-23 11:34:34+00:00,1,why   govt dont take action against ipps instead of general cosumers,68,68
Net Metering Policy Changed | Big Blow To Solar Users | Waqas Musa Analysis,Ugyme5JqPct4NjlssRt4AaABAg,2025-12-23 11:37:52+00:00,1,why   govt dont take action against ipps instead of general cosumers,68,68
Net Metering Policy Changed | Big Blow To Solar Users | Waqas Musa Analysis,Ugyme5JqPct4NjlssRt4AaABAg.AR4C918nlTRARHWuEBvf9y,2025-12-28 15:49:21+00:00,0,"yeah backend pr ini logo k business hain, samne koi or hota ha bus.",67,67
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgzBVD1ct1t5UiX6VLN4AaABAg,2025-12-19 21:21:15+00:00,1,abhi toh sb lagwa hi rhe the,28,28
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,Ugw5MJC02p21jm3_q994AaABAg,2025-12-19 21:16:21+00:00,1,mepco connection closed hain,28,28
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,Ugw1U4DzRtSCuuKiHkx4AaABAg,2025-12-20 09:48:36+00:00,0,"Simple, mis governance n govt ki loot maar from masses 😐",56,56
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,Ugy8ce99UnSAeuLBaCh4AaABAg,2025-12-19 10:22:59+00:00,0,It's still a draft,18,18
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgxgJ-CCJKXMuZ-8ws14AaABAg,2025-12-19 13:58:40+00:00,2,"جاھلوں کی حکومت کو معلوم ہی نہی کرنا کیا ھے
دنیا بجلی کے استعمال کا بندوبست کرتی ھے
نا کہ پروڈکشن کو دباۓ😢",106,106
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,Ugy8p4DdLmnhqYWdNI14AaABAg,2025-12-20 08:36:13+00:00,0,Yeh jhatka Awam ko ni Government ko hai. 220 ki Lithium Ion battery 5 unit store krti hai aur 10 saal chalti hai. Mane Green meter lagwaya hai Government ny zada tang kia to Jaha 10 lakh lagae 2 lakh aur sae. Bye bye wapda,222,222
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgyUgJbVKwbE39L9iqN4AaABAg,2025-12-19 11:08:15+00:00,1,آئی پی پیز جیسے سفید ہاتھیوں کو جو خرید کر لائے ان کو اعوان پھانسی لگائی جائے,77,77
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgyrLbWdU9f37562n6x4AaABAg,2025-12-19 13:29:05+00:00,0,حکمرانوں کے حصے کدھر جائیں گے,29,29
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,Ugw4TmvTmj5HnPL2hCp4AaABAg,2025-12-21 23:28:31+00:00,0,ایک فلاپ سسٹم کو چلانا حکومت کے بس کی بات بھی نظر نہی آ رہی,59,59
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgxqmQafRAkl8MWEjaF4AaABAg,2026-01-27 12:24:30+00:00,0,بہی بجلی خود پیدا کرے سولر سے اور خود ہی استعمال کریں ۔ don't do business with Govt گورنمنٹ کی پالیسی سے آزاد ہو جائے ۔ اور سکون سے رہے ۔,137,137
Solar Users Hit Hard | Net Metering Policy Change Sparks Outrage | Dr. Khalid Waleed Speaks Out,UgyPMJFCDvPU6kS-6Lx4AaABAg,2025-12-19 11:17:38+00:00,1,So sad but hope PM reject this policy,37,37
Solar Panels to Become Cheaper | China Plant Ready in Pakistan | Big Investment Expected | BOL News,UgwZ-5EZ0wevaOuUbUF4AaABAg,2025-12-13 11:32:41+00:00,0,Good News,9,9
Electricity Became Expensive For Consumers | People Considering Solar Panels | BOL Beopar,UgxXINikDBiyQTzs3Qt4AaABAg,2025-11-09 10:24:56+00:00,0,Pakistan me 5G kab lunch hogha ___________________________________________________________,90,90
NEPRA Approves Solar Net Metering Policy for Pakistan | ARY News 8 PM Headlines | 16th Feb 2026,UgxUI_2mfwL_qGLUGtF4AaABAg,2026-02-16 15:36:39+00:00,1,Subscribe to our channel and press the bell icon to keep yourself updated: http://bit.ly/3e0SwKP,96,96
NEPRA Approves Solar Net Metering Policy for Pakistan | ARY News 8 PM Headlines | 16th Feb 2026,UgyuOZJJ7sSvDhNyTNB4AaABAg,2026-02-16 17:33:16+00:00,1,پرکشش مواقع 😂,13,13
NEPRA Approves Solar Net Metering Policy for Pakistan | ARY News 8 PM Headlines | 16th Feb 2026,UgzbNTafQakEvPqGDEJ4AaABAg,2026-02-16 18:21:55+00:00,0,Shame Pakistani Media,21,21
NEPRA announces continuation of the existing net metering policy for current solar consumers,UgyDVAxW6QDU4XPITOl4AaABAg,2026-02-17 07:56:49+00:00,0,Thanks to Allah govt has kept their promise atleast now we can trust,68,68
NEPRA announces continuation of the existing net metering policy for current solar consumers,Ugy9J2U1YO0WgvNEJgB4AaABAg,2026-02-17 16:21:20+00:00,0,Ji 10:00 Tak theek hai,22,22
NEPRA announces continuation of the existing net metering policy for current solar consumers,UgwvlCEIoW0EpPOkORd4AaABAg,2026-02-16 19:09:47+00:00,1,جو ملک معاہدہ کو پامال کرتا ہے وہ ملک بربادی کی طرف ترقی کرتا ہے,64,64
NEPRA announces continuation of the existing net metering policy for current solar consumers,UgwF_HZhvT5fGQS0jB14AaABAg,2026-02-16 19:14:08+00:00,0,حکومت آی پی پی کے معاہدہ کو اسی طرح تبدیل کیوں نہیں  کرتی اور ختم کیوں نہیں  کرتی جس طرح پالیسی کے ساتھ کلواڑ کیا جاتا ہے,121,121
Court Issues Written Decision on Petition Against NEPRA and Government Policy on Solar Net Metering,Ugxms7rkHer1jvWSQzp4AaABAg,2026-02-16 09:00:47+00:00,0,🛑Subscribe to our channel and press the 🔔icon for latest news updates: http://bit.ly/3e0SwKP,92,92
Notice Issued on NEPRA’s New Solar Regulations || ARY News 10 PM Headlines || 11th Feb 2026,Ugw8n3PCg1ti8_R74y94AaABAg,2026-02-11 17:39:21+00:00,0,Subscribe to our channel and press the bell icon to keep yourself updated: http://bit.ly/3e0SwKP,96,96
Notice Issued on NEPRA’s New Solar Regulations || ARY News 10 PM Headlines || 11th Feb 2026,UgyewWoPda79HyBxwJF4AaABAg,2026-02-11 18:27:06+00:00,0,Yah hakoonat fraud hay. PTI is far better than this government. Pahlay awam ko netmeetering ki taraf laga Kay apna prophet kamaya phir awam ko china laga Daya. Don't trust in thi government,189,189
"""Logon Ka Bijli Ke Bilon Se Bura Haal Hogaya Hai Isliye Wo Solar Laga Rahay Hain"" #Shorts #YTShorts",UgzX7jffW293KX7IUNB4AaABAg,2026-02-12 04:50:29+00:00,0,اس وقت ملک میں بہت بڑے بڑے بے غیرت بیٹھے ہیں جو غریب عوام کا کبھی ٹیکس کی مد میں کبھی مہنگائی کی مد میں اور کبھی عالمی مارکیٹ میں تیل مہنگا ہونے کی مد میں خون چوس رہے ہیں ۔اور ان بے غیرتوں کی شاہ خرچیاں اور عیش و عشرت اور شاہانہ پروٹوکول اور شہنشاہوں کی طرز عمل کے باہر کے ملکوں کے دورے یہ سب کچھ غریب عوام کے خون اور پسینے کی کمائی سے نچوڑا جا رہا ہے ان بے غیرت حکمرانوں کو بے شمول اسٹیبلشمنٹ سب اس میں شامل ہیں ۔اللہ پاک ان سب کو تباہ و برباد کرے اور ان کی نسلوں کو بھی تباہ و برباد کرے ۔اللہ پاک سے دعا ہے کہ ہمارے ملک پر نظام مصطفی قائم ہو اور اس کی بالادستی قائم ہو ۔,572,572
Tax on Solar Power Producers: Khawer Ghuman’s Key Analysis,UgxZ821RYC8EySu_x4R4AaABAg,2026-02-13 03:57:52+00:00,0,Zalam govt ha . Awam dushman govt ha,36,36
Tax on Solar Power Producers: Khawer Ghuman’s Key Analysis,UgxhepfA83I6i-dEKkl4AaABAg,2026-02-11 16:59:52+00:00,0,Baighairat govt,15,15
Tax on Solar Power Producers: Khawer Ghuman’s Key Analysis,Ugwq3caT60_Gn7ISM6d4AaABAg,2026-02-12 18:43:49+00:00,0,نواز شریف صاحب مانتے ھیں کہ آپ بڑے بڑے لوگوں سے نہیں ڈرے۔اللہ کو خوف کریں مظلوم اور سفید پوش عوام کی آہوں سے ڈریں کیونکہ مظلوم اور عرش کے درمیان کوٸی پردہ نہیں ھوتا ھے۔وہ ڈاٸریکٹ عرش سے ٹکراتی ھے اور ظالم کی دونوں جہانوں برباد کر دیتی ھے۔,238,238
Bad News For Solar Consumers,Ugz9f2Yv62BTwhHftht4AaABAg,2026-02-11 09:35:04+00:00,1,حکومت عدل اور رحم سے کام لے,27,27
Bad News For Solar Consumers,Ugy0ESJz4F86SrrsMeB4AaABAg,2026-02-12 19:31:33+00:00,0,😢 chor hukumat aur duffer brigade mulk ko lay doobay,52,52
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,UgxmjP6_j1R88DewkEZ4AaABAg,2026-02-17 08:24:19+00:00,1,Thanks God big relief thank you,31,31
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,Ugxw4__7EoCmCu9udV14AaABAg,2026-02-16 14:25:38+00:00,3,"New ko to Tika phir b LG GIA ,zulum hy",38,38
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,Ugx9jwQ_bXKRGIHOH_t4AaABAg,2026-02-16 19:27:46+00:00,0,Government hosh kray or protected  users ko relief de..200 units mai summer mai gzara kr k dikhao...,100,100
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,Ugw0RwGh_Zp-Pi-hlJ54AaABAg,2026-02-17 03:43:53+00:00,1,Battery zinda bad,17,17
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,Ugxcaf2urFCYWg34V_p4AaABAg,2026-02-16 16:52:24+00:00,1,لیکن نئے صارفین سولر نہیں لگوائیں گے کیونکہ اب سولر لگوانے کا کوئی خاص فائدہ نہیں ہے۔ کیونکہ نئے صارفین کو سولر لگوانے سے کوئی فائدہ نہیں بلکہ انوسیٹمنٹ کرنے کے بعد بھی آپکو بل آئے گا۔ اگر دس لاکھ کی انویسٹمنٹ کر کے بیس ہزار کا ماہانہ بل بچایا جائے تو کوئی فائدہ نہیں۔ بہتر ہے یہ پیسہ کسی دوسری فیلڈ میں انویسٹ کریں اور بل ہی دے لیں۔,333,333
Historic Relief for Solar Users in Pakistan | Government Responds | Dunya News,UgzpfNfdhNEoFKRvJLR4AaABAg,2026-02-17 13:47:31+00:00,0,نئے سارفین حکومت کے دیے ہوئے ڈنڈے سے مانے گی سستی بجلی دو گئے مہنگی خریدو گے ۔کیا یہ کھلا تزاد نہیں 😅,101,101
"New Solar Policy Hits Consumers Hard | Net Metering Ends, Bills Skyrocket | Najam Sethi",Ugz26MtwngSeFZ-CEMR4AaABAg,2026-02-16 13:25:29+00:00,0,Very good. Seti sab ye ipps sey kesey Jan bachaey buhot Khushi hoi ap ka suun kar atraz,87,87
"New Solar Policy Hits Consumers Hard | Net Metering Ends, Bills Skyrocket | Najam Sethi",Ugx3ORi1jicuo4Az2894AaABAg,2026-02-16 19:27:48+00:00,0,"ہمارے وزراء کے ہاتھ ایک ایسا سیکرٹ  ہاتھ لگا ہے جسکی مدد سے وہ مہنگے  تیل سے سستی بجلی پیدا کریں گے بلکہ اس طریقے سے غریب کا یونٹ سستا ہوگا 
اب وہ سولر کی مہنگی بجلی نہیں لیں گے بلکہ اب نئے سیکرٹ سے مہنگے تیل سے سستی بجلی بنے گی اور ملک اس طریقے سے بہت ترقی کرے گا",264,264
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,UgwYvfRaR_sWp6oHle14AaABAg,2026-02-16 06:38:46+00:00,5,Zadari khud 14 years mein say 13 Saal hospital raha.rota hy jail mein rehnay ko.,80,80
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,Ugz6k0kzyzOw3TLFMmd4AaABAg,2026-02-15 22:14:15+00:00,11,Sethi sahib Ghafar khan spent 35 years and Wali khan 15 years Ghulam Bilour 7 years. You failed to mention,106,106
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,Ugz6k0kzyzOw3TLFMmd4AaABAg.ATGNuFm8cepATGjtUAoGAq,2026-02-16 01:35:07+00:00,1,Maudoodi spent decade,21,21
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,UgwIOPuxYLv2mh5Ud_p4AaABAg,2026-02-15 21:04:00+00:00,7,مسٹر نجم یہ بات مت بھولو کہ زرداری جو تھا وہ ازدواجی تعلقات بھی استوار کرتا ہوتا تھا جیل میں تو اس کی یہ بات مت بتاؤ کہ یہ اس نے جیل کیسے کاٹی وہ سب ہم نے دیکھ لیا تھا اخری دفعہ جب جب یہ بستر مرگ تک پہنچا ہوا تھا تو ہمیں لگتا نہیں تھا کہ یہ زندہ بچ پائے گا لیکن وہی بندہ اج ااستشنا لے کر ہمارے ملک کا صدر بنا ہوا ہے دو منٹ کو سیاست کو ایک طرف رکھ کے یہ سوچو کہ اگر اپ کی انکھ اس طرح ضائع کر دی جائے تو کیا ہوگا اپ کا ری ایکشن کیا ہوگا یہ کسی صورت بھی قابل قبول نہیں ہے میں کسی پارٹی کو لائک نہیں کرتا لیکن یہ جو غلط ہے اس کو غلط بولو😊,534,534
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,UgzKnTGk9DEanVds6qh4AaABAg,2026-02-16 01:28:11+00:00,5,Public celebrated Zardari's jail bc public HATES Zardari,56,56
Why Did Zardari Target Imran Khan’s Health?Solar Policy Failed? Why Modi Fears Naravane? Najam Sethi,UgyxUphisKG-A2MqejN4AaABAg,2026-02-15 20:22:50+00:00,7,imran khan Niazi par Sub joty case ha or zardari par janein case ha 😂,69,69
